mssv,ho_ten,ngay_sinh,khoa,nganh,tin_chi_tich_luy,tin_chi_yeu_cau,gpa_tich_luy,xep_loai_hoc_luc,diem_ren_luyen,chuandau_ngoai_ngu,chuandau_tin_hoc,chung_chi_gdqp_gddt,no_hoc_phi,ky_luat,ket_qua_xet_tot_nghiep,ly_do_chi_tiet
201A000387,Cao Van An,2002-02-25,Truyen thong,Quan he Cong chuong,126,126,3.36,Gioi,95,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000388,Pham Khanh Nhi,2002-09-13,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.1,Trung binh,70,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000389,Ly Van Lam,2002-10-07,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,1.99,Yeu,67,Dat,Dat,Dat,1,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu) | Con no hoc phi / Chi phi thuat
201A000390,Nguyen Kim Phong,2002-03-18,Cong nghe Thong tin,Ky thuat Phan mem,128,132,2.44,Trung binh,59,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 4 tin chi tich luy
201A000391,Le Van Giang,2002-06-22,Truyen thong,Quan he Cong chuong,126,126,3.22,Gioi,90,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000392,Vu Hoang Quang,2002-08-16,Kinh te,Quan tri Kinh doanh,128,128,3.87,Xuat sac,63,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000393,Cao Khanh Bich,2002-06-06,Cong nghe Thong tin,An toan Thong tin,132,132,2.31,Trung binh,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000394,Do Khanh Yen,2002-07-09,Du lich,Quan tri Dich vu Du lich,124,124,2.36,Trung binh,85,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000395,Do Van Lam,2002-10-07,Truyen thong,Quan he Cong chuong,126,126,2.12,Trung binh,74,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000396,Hoang Tan Hang,2002-09-10,Ngoai ngu,Ngon ngu Anh,120,125,3.05,Kha,72,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 5 tin chi tich luy
201A000397,Trinh Phuong Hang,2002-07-11,Cong nghe Thong tin,An toan Thong tin,132,132,2.37,Trung binh,90,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000398,Tran Khanh Em,2002-09-12,Cong nghe Thong tin,An toan Thong tin,132,132,2.75,Kha,65,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000399,Pham Duc Hang,2002-05-09,Truyen thong,Truyen thong Da phuong tien,126,126,1.94,Yeu,90,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000400,Dinh Thi Khoa,2002-02-24,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.11,Kha,78,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000401,Ly Van Quang,2002-07-26,Cong nghe Thong tin,Khoa hoc Du lieu,131,132,2.95,Kha,88,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 1 tin chi tich luy
201A000402,Huynh Ngoc Thinh,2002-08-26,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.49,Gioi,83,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000403,Hoang Minh Yen,2002-04-13,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.11,Trung binh,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000404,Nguyen Duc Lam,2002-07-19,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.72,Kha,84,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000405,Ngo Tuyet Hang,2002-07-30,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.36,Gioi,79,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000406,Do Duc Linh,2002-11-14,Cong nghe Thong tin,An toan Thong tin,132,132,3.53,Gioi,81,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000407,Ngo Minh Cuong,2002-02-01,Ngoai ngu,Ngon ngu Nhat,125,125,2.58,Kha,51,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000408,Le Gia Quan,2002-05-31,Kinh te,Ke toan,123,128,2.11,Trung binh,75,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 5 tin chi tich luy
201A000409,Dinh Hoang Giang,2002-06-12,Cong nghe Thong tin,Cong nghe Thong tin,132,132,3.28,Gioi,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000410,Dinh Nhat Vy,2002-04-30,Kinh te,Marketing,128,128,1.92,Yeu,75,Dat,Dat,Dat,1,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu) | Con no hoc phi / Chi phi thuat
201A000411,Pham Duc Hang,2002-11-20,Du lich,Quan tri Khach san,124,124,1.98,Yeu,66,Dat,Chua dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu) | Chua dat chuan dau ra Tin hoc
201A000412,Phan Phuong Nam,2002-02-07,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.45,Gioi,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000413,Dang Phuong Vy,2002-07-18,Truyen thong,Quan he Cong chuong,126,126,2.75,Kha,90,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000414,Tran Truc Bich,2002-06-04,Du lich,Quan tri Dich vu Du lich,124,124,3.5,Gioi,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000415,Vu Thi Em,2002-08-01,Kinh te,Luat Kinh te,116,128,3.4,Gioi,60,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 12 tin chi tich luy
201A000416,Duong Kim Nam,2002-07-02,Ngoai ngu,Ngon ngu Anh,125,125,2.72,Kha,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000417,Vo Tuyet Thao,2002-05-21,Du lich,Quan tri Dich vu Du lich,124,124,2.21,Trung binh,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000418,Vo Van Mai,2002-12-20,Cong nghe Thong tin,An toan Thong tin,132,132,2.23,Trung binh,61,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000419,Bui Phuong Em,2002-01-06,Du lich,Quan tri Khach san,124,124,2.47,Trung binh,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000420,Phan Truc Dung,2002-06-24,Truyen thong,Quan he Cong chuong,126,126,3.24,Gioi,74,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000421,Dang Gia An,2002-09-14,Truyen thong,Quan he Cong chuong,125,126,2.04,Trung binh,98,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 1 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000422,Huynh Van Quang,2002-11-10,Ngoai ngu,Ngon ngu Anh,125,125,2.52,Kha,59,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000423,Le Minh Hang,2002-06-27,Kinh te,Logistics va Quan ly Chuoi cung ung,128,128,2.66,Kha,56,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000424,Vu Thanh Nam,2002-08-04,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.33,Trung binh,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000425,Do Truc Em,2002-11-21,Kinh te,Quan tri Kinh doanh,128,128,2.16,Trung binh,72,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000426,Cao Tuyet Mai,2002-10-04,Truyen thong,Quan he Cong chuong,126,126,2.33,Trung binh,96,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000427,Ly Quoc Lam,2002-03-21,Ngoai ngu,Ngon ngu Nhat,116,125,3.76,Xuat sac,64,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 9 tin chi tich luy
201A000428,Phan Hoang Thao,2002-12-27,Cong nghe Thong tin,Cong nghe Thong tin,132,132,1.93,Yeu,70,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000429,Ly Nhat Hang,2002-06-06,Du lich,Quan tri Khach san,124,124,3.5,Gioi,60,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000430,Tran Huu Nhi,2002-12-24,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.56,Gioi,62,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000431,Nguyen Thi Phong,2002-05-05,Du lich,Quan tri Khach san,124,124,3.49,Gioi,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000432,Vo Duc An,2002-07-11,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.81,Xuat sac,95,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000433,Bui Hoang Quan,2002-05-18,Cong nghe Thong tin,Cong nghe Thong tin,121,132,2.1,Trung binh,54,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 11 tin chi tich luy
201A000434,Cao Thanh Thao,2002-02-17,Truyen thong,Truyen thong Da phuong tien,115,126,2.91,Kha,57,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 11 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000435,Truong Khanh Thao,2002-06-13,Cong nghe Thong tin,Ky thuat Phan mem,126,132,3.81,Xuat sac,73,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 6 tin chi tich luy
201A000436,Dang Quoc Giang,2002-02-10,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.05,Kha,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000437,Vo Huu An,2002-08-11,Cong nghe Thong tin,An toan Thong tin,120,132,3.2,Gioi,86,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 12 tin chi tich luy
201A000438,Vo Gia Mai,2002-02-15,Du lich,Quan tri Khach san,121,124,2.12,Trung binh,67,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 3 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000439,Dang Tan Bich,2002-06-02,Du lich,Quan tri Khach san,120,124,3.91,Xuat sac,79,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 4 tin chi tich luy
201A000440,Duong Van Mai,2002-07-23,Du lich,Quan tri Dich vu Du lich,124,124,2.47,Trung binh,62,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000441,Mai Hoang Yen,2002-02-11,Du lich,Quan tri Dich vu Du lich,124,124,3.14,Kha,73,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000442,Dinh Tan Bich,2002-02-17,Du lich,Quan tri Dich vu Du lich,124,124,2.79,Kha,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000443,Tran Phuong Dung,2002-01-12,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.57,Kha,54,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000444,Dinh Viet Mai,2002-09-27,Du lich,Quan tri Dich vu Du lich,124,124,2.48,Trung binh,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000445,Phan Thanh Linh,2002-03-06,Truyen thong,Quan he Cong chuong,126,126,3.18,Kha,70,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000446,Le Tan Giang,2002-01-11,Ngoai ngu,Ngon ngu Nhat,125,125,2.11,Trung binh,93,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000447,Do Quoc Cuong,2002-12-28,Kinh te,Marketing,128,128,2.11,Trung binh,75,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000448,Dang Phuong Lam,2002-11-06,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.57,Kha,66,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000449,Bui Huu Thinh,2002-10-31,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,3.73,Xuat sac,91,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000450,Truong Duc Quang,2002-08-11,Kinh te,Luat Kinh te,128,128,2.05,Trung binh,93,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000451,Cao Van Phong,2002-01-13,Truyen thong,Truyen thong Da phuong tien,126,126,2.33,Trung binh,66,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000452,Truong Thanh Thao,2002-08-15,Ky thuat Cong nghe,Cong nghe Ky thuat O to,126,135,3.6,Xuat sac,60,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 9 tin chi tich luy
201A000453,Vo Minh Linh,2002-09-04,Ky thuat Cong nghe,Cong nghe Ky thuat O to,134,135,2.1,Trung binh,62,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 1 tin chi tich luy
201A000454,Truong Quoc Thao,2002-06-24,Kinh te,Marketing,128,128,2.05,Trung binh,79,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000455,Truong Minh Dung,2002-12-09,Ngoai ngu,Ngon ngu Nhat,113,125,3.66,Xuat sac,95,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 12 tin chi tich luy
201A000456,Bui Hoang Giang,2002-09-02,Kinh te,Luat Kinh te,128,128,2.86,Kha,54,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000457,Truong Quoc Hang,2002-06-21,Du lich,Quan tri Dich vu Du lich,124,124,3.46,Gioi,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000458,Dang Duc Yen,2002-05-08,Truyen thong,Truyen thong Da phuong tien,126,126,3.93,Xuat sac,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000459,Trinh Tuyet An,2002-04-25,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.05,Trung binh,93,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000460,Mai Khanh Cuong,2002-04-06,Cong nghe Thong tin,Ky thuat Phan mem,132,132,2.4,Trung binh,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000461,Le Gia Nam,2002-11-09,Truyen thong,Quan he Cong chuong,126,126,3.69,Xuat sac,75,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000462,Truong Phuong An,2002-03-03,Ky thuat Cong nghe,Cong nghe Ky thuat O to,124,135,1.99,Yeu,88,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 11 tin chi tich luy | GPA tich luy duoi 2.00 (Yeu)
201A000463,Huynh Thi Nam,2002-03-04,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.55,Gioi,68,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000464,Vu Hoang Dung,2002-11-28,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,3.32,Gioi,75,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000465,Duong Quoc Em,2002-12-04,Ngoai ngu,Ngon ngu Anh,125,125,3.28,Gioi,89,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000466,Bui Nhat Cuong,2002-04-04,Kinh te,Tai chinh Ngan hang,128,128,2.56,Kha,65,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000467,Do Thanh An,2002-10-08,Ngoai ngu,Ngon ngu Anh,125,125,2.8,Kha,59,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000468,Mai Kim Phong,2002-09-30,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.61,Kha,85,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000469,Vu Truc Khoa,2002-08-07,Truyen thong,Quan he Cong chuong,126,126,2.72,Kha,66,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000470,Duong Thi Giang,2002-09-22,Ngoai ngu,Ngon ngu Anh,125,125,3.85,Xuat sac,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000471,Huynh Ngoc Giang,2002-02-17,Cong nghe Thong tin,Khoa hoc Du lieu,126,132,3.57,Gioi,90,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 6 tin chi tich luy
201A000472,Do Thi Quang,2002-08-02,Truyen thong,Quan he Cong chuong,126,126,2.98,Kha,73,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000473,Do Khanh Nhi,2002-04-17,Ngoai ngu,Ngon ngu Nhat,125,125,3.29,Gioi,61,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000474,Tran Khanh Dung,2002-11-22,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.87,Kha,54,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000475,Duong Quoc Nam,2002-03-18,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,3.93,Xuat sac,51,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000476,Hoang Kim Nhi,2002-03-31,Truyen thong,Quan he Cong chuong,126,126,3.82,Xuat sac,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000477,Bui Thi Nhi,2002-03-03,Truyen thong,Truyen thong Da phuong tien,126,126,3.3,Gioi,59,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000478,Phan Viet Mai,2002-08-28,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.13,Trung binh,74,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000479,Hoang Tuyet An,2002-10-03,Truyen thong,Truyen thong Da phuong tien,126,126,2.72,Kha,90,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000480,Dang Hoang Nhi,2002-03-22,Du lich,Quan tri Dich vu Du lich,124,124,3.22,Gioi,61,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000481,Vo Van Nhi,2002-02-16,Kinh te,Logistics va Quan ly Chuoi cung ung,128,128,3.1,Kha,96,Chua dat,Dat,Chua dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu | Thieu chung chi GDQP-AN/GDDT
201A000482,Vo Hoang Phong,2002-10-02,Truyen thong,Truyen thong Da phuong tien,120,126,3.92,Xuat sac,80,Dat,Dat,Dat,1,0,Khong du dieu kien,Thieu 6 tin chi tich luy | Con no hoc phi / Chi phi thuat
201A000483,Phan Van Nam,2002-08-23,Kinh te,Quan tri Kinh doanh,128,128,2.98,Kha,50,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000484,Tran Gia Yen,2002-01-25,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,1.85,Yeu,75,Dat,Chua dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu) | Chua dat chuan dau ra Tin hoc
201A000485,Dang Khanh Dung,2002-08-04,Truyen thong,Quan he Cong chuong,126,126,3.23,Gioi,91,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000486,Vo Tan Phong,2002-09-16,Ngoai ngu,Ngon ngu Anh,125,125,2.63,Kha,87,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000487,Phan Quoc An,2002-09-30,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.91,Xuat sac,72,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000488,Mai Tan Bich,2002-06-18,Ngoai ngu,Ngon ngu Nhat,113,125,2.1,Trung binh,86,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 12 tin chi tich luy
201A000489,Dinh Gia Lam,2002-02-02,Truyen thong,Quan he Cong chuong,121,126,3.24,Gioi,83,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 5 tin chi tich luy
201A000490,Cao Duc Khoa,2002-08-07,Truyen thong,Truyen thong Da phuong tien,126,126,2.97,Kha,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000491,Trinh Huu Lam,2002-02-18,Cong nghe Thong tin,An toan Thong tin,132,132,2.19,Trung binh,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000492,Vo Truc Thao,2002-12-13,Ngoai ngu,Ngon ngu Trung Quoc,120,125,3.0,Kha,72,Chua dat,Dat,Dat,0,1,Khong du dieu kien,Thieu 5 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu | Dang trong thoi gian ky luat cap Truong
201A000493,Truong Khanh Bich,2002-07-31,Du lich,Quan tri Dich vu Du lich,124,124,2.57,Kha,52,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000494,Do Tan Nam,2002-11-24,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.4,Gioi,61,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000495,Hoang Duc Quang,2002-06-21,Du lich,Quan tri Khach san,124,124,3.63,Xuat sac,84,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000496,Pham Thanh Nhi,2002-05-31,Truyen thong,Truyen thong Da phuong tien,126,126,2.63,Kha,59,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000497,Bui Thanh Mai,2002-08-18,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.76,Xuat sac,76,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000498,Bui Tan Yen,2002-04-21,Kinh te,Marketing,128,128,1.98,Yeu,94,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000499,Le Duc Hang,2002-01-08,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,3.29,Gioi,52,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000500,Cao Truc Thao,2002-03-21,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.72,Kha,60,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000501,Phan Huu An,2002-05-07,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.41,Trung binh,71,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000502,Truong Thanh Vy,2002-01-13,Du lich,Quan tri Dich vu Du lich,124,124,2.73,Kha,71,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000503,Pham Phuong Vy,2002-06-07,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.52,Gioi,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000504,Nguyen Gia Hang,2002-03-05,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.71,Xuat sac,59,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000505,Cao Truc Nhi,2002-07-01,Truyen thong,Quan he Cong chuong,126,126,3.2,Gioi,54,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000506,Do Quoc Cuong,2002-05-14,Ngoai ngu,Ngon ngu Nhat,125,125,3.76,Xuat sac,59,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000507,Truong Khanh An,2002-08-10,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.72,Xuat sac,73,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000508,Mai Khanh Hang,2002-02-21,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.42,Trung binh,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000509,Huynh Huu Thinh,2002-11-02,Ngoai ngu,Ngon ngu Nhat,125,125,3.22,Gioi,51,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000510,Nguyen Duc Khoa,2002-04-04,Ngoai ngu,Ngon ngu Nhat,125,125,2.04,Trung binh,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000511,Do Viet Quan,2002-12-13,Du lich,Quan tri Dich vu Du lich,124,124,3.26,Gioi,72,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000512,Le Kim Bich,2002-04-08,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.68,Xuat sac,74,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000513,Ly Truc Em,2002-05-04,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.07,Trung binh,54,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000514,Le Kim Giang,2002-03-24,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.74,Kha,76,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000515,Tran Duc Dung,2002-07-13,Du lich,Quan tri Khach san,124,124,2.35,Trung binh,91,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000516,Trinh Hoang An,2002-05-23,Ngoai ngu,Ngon ngu Anh,125,125,3.23,Gioi,88,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
